FacilityID;NationalID;FacilityName;StreetName;BuildingNumber;PostalCode;City;CountryName;Lat;Long;CompetentAuthorityName;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;TotalQuantity [kg/year];ReleaseMediumName
200994;06-05-300-9975553;Statkraft Markets GmbH;Industriestrasse;300;50354;Hürth;Germany;50.86160348;6.847169424;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;402000000;Air
44485;06-05-800-0197043;RWE Power AG-Fabrik Fortuna Nord;Auenheimer Str.;-;50129;Bergheim;Germany;50.98694545;6.65805487;Umweltbundesamt;1.(e);Energy sector;Coal rolling mills;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;401000000;Air
46896;14326;CIECH Energy Deutschland GmbH;Athensleber Weg;57;39418;Staßfurt;Germany;51.86362527;11.57336299;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;400000000;Air
44435;06-05-700-0297171;MVA Bielefeld-Herford GmbH;Schelpmilser Weg;30;33609;Bielefeld;Germany;52.04256866;8.606256608;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;392000000;Air
46905;15060;MHKW Müllheizkraftwerk Rothensee GmbH;Kraftwerk-Privatweg;7;39126;Magdeburg;Germany;52.18520142;11.68032622;Umweltbundesamt;5.(c);Waste and waste water management;Installations for the disposal of non-hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;386000000;Air
110145;03-10-10000167470;EVI Abfallverwertung B.V. & Co. KG;Vosmatenweg;6;49824;Laar;Germany;52.64359116;6.743193082;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;383000000;Air
43847;06-05-100-0250693;EGK Entsorgungsgesellschaft Krefeld GmbH & Co. KG;Parkstr.;234;47829;Krefeld;Germany;51.37890653;6.634403817;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;380000000;Air
43763;06-05-100-0036701;Henkel AG & Co. KGaA;Henkelstraße;67;40589;Düsseldorf;Germany;51.17555009;6.839385488;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;377000000;Air
44162;06-05-300-9001747;MVA Weisweiler GmbH & Co. KG;Zum Hagelkreuz;22;52249;Eschweiler;Germany;50.83799406;6.309584565;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;376000000;Air
45809;06-09-190-0036-0002;UPM GmbH, Werk Schongau;Friedrich-Haindl-Str.;10;86956;Schongau;Germany;47.80727577;10.90003999;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;365000000;Air
46249;06-11-01-1105607;Vattenfall Wärme Berlin AG HKW Lichterfelde;Ostpreussendamm;61;12207;Berlin;Germany;52.42339409;13.30960917;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;365000000;Air
297094;03-06-06060117340;Stadtwerke Hannover AG Heizkraftwerk Linden;Spinnereistr.;9;30451;Hannover;Germany;52.37337999;9.714303828;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;356000000;Air
43758;06-05-100-0030723;WSW Energie & Wasser AG;Kabelstraße;4;42117;Wuppertal;Germany;51.24817253;7.120125897;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;356000000;Air
43298;03-01-01227571140;Fels-Werke GmbH Kalkwerk Münchehof;Wildemannstr.;24;38723;Seesen;Germany;51.84358515;10.19089745;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;350000000;Air
45997;06-09-577-0058-0001;Solnhofer Portland-Zementwerke GmbH & Co. KG;Frauenberger Weg;20;91807;Solnhofen;Germany;48.88491246;10.99769729;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;348000000;Air
174946;12-30671866000;Propower GmbH;Oderlandstraße;109;15890;Eisenhüttenstadt;Germany;52.17257779;14.64052652;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;344000000;Air
46882;13770;InfraLeuna GmbH GuD WT 1;Am Haupttor, Bau 4711;-;6237;Leuna;Germany;51.31973775;12.00567243;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;340000000;Air
110279;06-84800460636;Energieversorgung DSS Paper B+T Energie GmbH;Kasseler Landstraße;21/23;37218;Witzenhausen;Germany;51.31809877;9.849197432;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;337000000;Air
157889;06-05-500-1185268;ArcelorMittal Bremen GmbH Kokerei Prosper;Prosperstr.;350;46236;Bottrop;Germany;51.51823157;6.973272226;Umweltbundesamt;1.(d);Energy sector;Coke ovens;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;333000000;Air
46985;18040;MIBRAG Wählitz;Fabrikstraße;26;6679;Hohenmölsen;Germany;51.16632622;12.07639965;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;333000000;Air
44528;06-05-900-0014503;Portland-Zementwerke Seibel & Söhne GmbH & Co. KG;Berger Straße;100;59597;Erwitte;Germany;51.5985497;8.350702936;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;332000000;Air
44193;06-05-300-9046030;Knapsack Power GmbH & Co. KG;Industriestr.;300;50351;Hürth;Germany;50.85915374;6.840660299;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;327000000;Air
110204;06-05-300-9968049;EEW Energy from Waste Saarbrücken GmbH;Industriestr.;300;50354;Hürth;Germany;50.85657379;6.843649809;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;324000000;Air
71925;07-04-6377464;Entsorgungsgesellschaft Mainz mbH;Kraftwerkallee;1;55120;Mainz;Germany;50.02531317;8.238395845;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;324000000;Air
43243;06-02-B74515H000;MVR Müllverwertung Rugenberger Damm GmbH & Co. KG;Rugenberger Damm;1;21129;Hamburg;Germany;53.52116623;9.934725497;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;321000000;Air
71002;06-05-500-0050929;Phoenix Zementwerke Krogbeumker Holding GmbH & Co.KG;Stromberger Str.;201;59269;Beckum;Germany;51.76024596;8.073171242;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;317000000;Air
46944;16556;SUEZ Energie und Verwertung GmbH;Bayerische Str.;20;6686;Lützen;Germany;51.18155547;12.01945292;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;317000000;Air
105004;01-50-62071414471;EEW Energy from Waste Stapelfeld GmbH EEW Energy from Waste Stapelfeld GmbH;Ahrensburger Weg;4;22145;Stapelfeld;Germany;53.61928167;10.22454263;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;316000000;Air
43784;06-05-100-0082185;Hydro Aluminium Rolled Products GmbH Rheinwerk;Koblenzer Str.;122;41468;Neuss;Germany;51.14887655;6.781833437;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;315000000;Air
45826;06-09-273-0333-0001;Kalkwerk Saal;Werkstr.;25;93342;Saal a.d.Donau;Germany;48.89059141;11.93402499;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;315000000;Air
43479;03-07-07244141350;Sappi Alfeld GmbH;Mühlenmasch;1;31061;Alfeld;Germany;51.98596257;9.820763204;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;312000000;Air
46039;06-09-676-2101-0002;Kraftwerk Obernburg GmbH;Glanzstoffstraße;1;63906;Erlenbach a.Main;Germany;49.82740785;9.148630559;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;308000000;Air
200990;06-05-300-0214067;Orion Engineered Carbons GmbH Werk Kalscheuren;Harry-Kloepfer-Str.;1;50997;Köln;Germany;50.87350106;6.918461426;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;- Non-metals, metal oxides or other inorganic compounds;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;308000000;Air
44879;06-00060310533;Schaefer Kalk GmbH & Co. KG, Werk Steeden;Steedener Hauptstraße;-;65594;Runkel, St.;Germany;50.4188569;8.111539274;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;308000000;Air
45139;07-04-6055400;Evonik Röhm GmbH;Im Pfaffenwinkel;6;67547;Worms;Germany;49.65468288;8.365811445;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;301000000;Air
45048;07-01-232540;Schaefer Kalk  GmbH & Co. KG;Aarstr.;1;65623;Hahnstätten;Germany;50.31748025;8.052328226;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;301000000;Air
43124;01-10-61029205950;Steinbeis Energie GmbH;Stadtstr.;20;22348;Glückstadt;Germany;53.78149209;9.425999127;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;300000000;Air
2478;06-08-3042693;Heizkraftwerk Pforzheim GmbH;Hohwiesenweg;15;75175;Pforzheim;Germany;48.89700729;8.725458762;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;293000000;Air
189271;06-05300230632;ETN Wintershall;In der Aue;3;36266;Heringen (Werra);Germany;50.89329975;9.998113272;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;290000000;Air
109019;16-30-30400102003;Stadtwerke Erfurt / HKW Ost;Stotternheimer Strasse;40;99087;Erfurt;Germany;51.01724232;11.04011917;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;290000000;Air
43581;03-09-09281337040;Papier- u. Kartonfabrik Varel GmbH & Co. KG;Dangaster Str.;38;26316;Varel;Germany;53.40305598;8.13281587;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;289000000;Air
43735;06-04-12/2177562/6/0;Müllheizkraftwerk Bremerhaven;Zur Hexenbrücke;16;27570;Bremerhaven;Germany;53.54791285;8.618005844;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;285000000;Air
110413;12-30642653000;IKW Rüdersdorf GmbH;Siedlerweg;11;15562;Rüdersdorf bei Berlin;Germany;52.49065405;13.8307896;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;284000000;Air
71805;06-90031210632;Werk Werra Standort Hattorf;Hattorfer Straße;-;36269;Philippsthal (Werra);Germany;50.83919145;9.980852746;Umweltbundesamt;3.(a);Mineral industry;Underground mining and related operations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;282000000;Air
43860;06-05-100-0327911;TRIMET Aluminium SE;Aluminiumallee;1;45356;Essen;Germany;51.49004917;6.968169748;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;279000000;Air
43355;03-04-04041505980;B+S Papenburg Energie GmbH;Am Nordhafen;5;26871;Papenburg;Germany;53.09951103;7.397769603;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;278000000;Air
43407;03-06-06060181710;EEW Energy from Waste Hannover GmbH;Moorwaldweg;310;30659;Hannover;Germany;52.41181994;9.853183896;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;276000000;Air
74182;07-05-8815430;Palm Power GmbH & Co. KG;Am Oberwald;2;76744;Wörth am Rhein;Germany;49.04990443;8.260248568;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;276000000;Air
44523;06-05-900-0009912;Dyckerhoff GmbH Werksgruppe Nord-Werk Geseke-;Schneidweg;28-30;59590;Geseke;Germany;51.62256052;8.504392881;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;272000000;Air
45999;06-09-600-0009-0001;GKS Müllheizkraftwerk;Hafenstr.;30;97424;Schweinfurt;Germany;50.03011251;10.22362943;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;269000000;Air
45040;07-01-126351;Moritz J. Weig GmbH & Co. KG;Polcher Str.;113;56727;Mayen;Germany;50.31356522;7.220829085;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;269000000;Air
44824;06-00000130433;Opel Automobile GmbH PKZ 33-02;Bahnhofsplatz;1;65423;Rüsselsheim;Germany;49.99482294;8.397526681;Umweltbundesamt;9.(c);Other activities;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;267000000;Air
44053;06-05-300-0181417;Martinswerk GmbH;Kölner Str.;110;50127;Bergheim;Germany;50.94593363;6.666652057;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;266000000;Air
44037;06-05-300-0079450;Smurfit Kappa Zülpich Papier GmbH;Zum Mühlengraben;1;53909;Zülpich;Germany;50.70659185;6.653005912;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;265000000;Air
44142;06-05-300-1350016;AVG Abfallentsorgungs- und Verwertungsgesellschaft Köln mbH;Geestemünder Str.;23;50735;Köln;Germany;51.00697387;6.95076623;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;264000000;Air
43357;03-04-04041762920;Statkraft Markets GmbH (Biomasseheizkraftwerk Emden);Zum Kraftwerk;-;26725;Emden;Germany;53.34068072;7.201697691;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;264000000;Air
43366;03-04-04247180070;Nordland Papier GmbH Papierfabrik;Nordlandallee;1;26892;Dörpen;Germany;52.97774872;7.362360281;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;263000000;Air
43914;06-05-100-0853075;Gemeinschaftskraftwerk West GbR der STEAG GmbH STEAG Kraftwerk West;Frankfurter Str.;430;46562;Voerde;Germany;51.57616339;6.684128391;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;262000000;Air
110171;06-04-11/2001178/8/6;swb Entsorgung GmbH & Co. KG / MKK Bremen Mittelkalorik-Kraftwerk;Otavistraße;07. Sep;28237;Bremen;Germany;53.12476039;8.727213045;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;261000000;Air
237284;06-05-100-9973329;ArcelorMittal Hochfeld GmbH Werk Ruhrort;Vohwinkelstraße;107;47137;Duisburg;Germany;51.4608318;6.749172902;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;257000000;Air
46987;18043;FELS-WERKE Kalkwerk Rübeland;Kastanienallee;4;38889;Oberharz am Brocken;Germany;51.75300729;10.8276712;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;256000000;Air
74373;12-40665570000;EEW Energy from Waste Großräschen GmbH;Bergmannstraße;29;1983;Großräschen;Germany;51.58196317;13.97744648;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;254000000;Air
2448;06-08-1574906;Daimler AG Mercedes-Benz Werk  Sindelfingen;Calwer Str.;-;71063;Sindelfingen;Germany;48.69993627;8.996099531;Umweltbundesamt;9.(c);Other activities;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;252000000;Air
46213;06-10-0075674;AVA Velsen;Alte Grube Velsen;16;66127;Saarbrücken;Germany;49.21427798;6.834734802;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;250000000;Air
44705;06-05-900-0302988;MHB Hamm Betriebsführungsgesell schaft mbH;Am Lausbach;2;59075;Hamm;Germany;51.68005645;7.744793049;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;250000000;Air
46986;18042;Werk  Zielitz;Farsleber Str.;Nr. 1;39326;Zielitz;Germany;52.29852065;11.67923164;Umweltbundesamt;3.(a);Mineral industry;Underground mining and related operations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;250000000;Air
45880;06-09-374-0012-0001;Pilkington Deutschland AG;Flachglasstraße;3;92729;Weiherhammer;Germany;49.62008699;12.07645089;Umweltbundesamt;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;245000000;Air
46955;16873;Südzucker AG Mannheim / Ochsenfurt, Werk Zeitz;Albrechtstraße;54;6712;Zeitz;Germany;51.04899462;12.11001188;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;245000000;Air
47025;16-72-73595430000;Heizkraftwerk Jena Süd;Rudolstädter Str.;41;7745;Jena;Germany;50.89755951;11.58528474;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;243000000;Air
46387;12-60510410000;Uniper Kraftwerke GmbH;Bahntechnikerring;17;14774;Brandenburg a.d. Havel;Germany;52.39476008;12.41714973;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;243000000;Air
44302;06-05-500-0359243;Pilkington Deutschland AG -Werk Gladbeck-;Hegestr.;360;45966;Gladbeck;Germany;51.56623302;6.933418968;Umweltbundesamt;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;242000000;Air
43205;06-02-B23204H000;TRIMET Aluminium SE, Niederlassung Hamburg;Aluminiumstraße;-;21129;Hamburg;Germany;53.51239548;9.887209802;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;242000000;Air
44746;06-05-900-9000294;thyssenkrupp Steel Europe AG Werk Höntrop;Essener Straße;244;44793;Bochum;Germany;51.47552005;7.171001277;Umweltbundesamt;2.(c);Productiona and processing of metals;Installations for the processing of ferrous metals;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;241000000;Air
44389;06-05-700-0038968;Heidelberg Cement AG Zementwerk Paderborn;Am Atlaswerk;16;33106;Paderborn;Germany;51.69898847;8.747040907;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;240000000;Air
43913;06-05-100-0848198;Kalkwerke H. Oetelshofen GmbH & Co. KG;Hahnenfurth;5;42327;Wuppertal;Germany;51.2481488;7.041902231;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;240000000;Air
44877;06-00059010413;EVO - Heizkraftwerk Offenbach;Andréstraße;71;63067;Offenbach a. M., St.;Germany;50.11132061;8.745361683;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;234000000;Air
45955;06-09-500-2025-0002;Müllverbrennungsanlage;Hintere Marktstr.;4;90441;Nürnberg;Germany;49.4355257;11.05546787;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;234000000;Air
44112;06-05-300-0838652;Energie- und Wasserversorgungs GmbH Stadtwerke Bonn;Karlstr.;02. Jun;53115;Bonn;Germany;50.7339539;7.081156635;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;233000000;Air
46071;06-09-700-0700-0001;AVA Abfallverwertung Augsburg GmbH;Am Mittleren Moos;60;86167;Augsburg;Germany;48.4021359;10.93321948;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;232000000;Air
46322;12-30642900000;Fels-Werke GmbH;Frankfurter Chaussee;105;15562;Rüdersdorf bei Berlin;Germany;52.48644805;13.83004695;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;231000000;Air
74747;14-80-55047380000;Stadtwerke Leipzig GmbH, HKW Leipzig;Eutritzscher Straße;17-19;4006;Leipzig;Germany;51.35144173;12.37816268;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;230000000;Air
110205;06-05-300-9970711;Currenta GmbH & Co. OHG Entsorgungszentrum Bürrig;Alter Bürriger Deich;1;51371;Leverkusen;Germany;51.04140992;6.968234555;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;227000000;Air
44820;06-00000010534;F ritz Winter Eisengießerei GmbH & Co. KG;Albert-Schweitzer Str.;15;35260;Stadtallendorf;Germany;50.81890668;9.011143857;Umweltbundesamt;2.(d);Productiona and processing of metals;Ferrous metal foundries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;227000000;Air
45693;06-09-100-1000-0001;Müllheizkraftwerk Burgkirchen;Bruck;110;84508;Burgkirchen a.d.Alz;Germany;48.1851535;12.73465747;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;227000000;Air
